"","STUDENTID","AGE","GENDER","HS_TYPE","SCHOLARSHIP","WORK","ACTIVITY","PARTNER","SALARY","TRANSPORT","LIVING","MOTHER_EDU","FATHER_EDU","X._SIBLINGS","KIDS","MOTHER_JOB","FATHER_JOB","STUDY_HRS","READ_FREQ","READ_FREQ_SCI","ATTEND_DEPT","IMPACT","ATTEND","PREP_STUDY","PREP_EXAM","NOTES","LISTENS","LIKES_DISCUSS","CLASSROOM","CUML_GPA","EXP_GPA","COURSE.ID","GRADE"
"91","STUDENT91","18-22 yrs","Male","Private","Full","Yes","No","No","<RS.20k","Private","House","Secondary","Secondary","0","None","Manager","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Often","Sometimes","Noisy","3.0-3.5","2.0-2.5",1,"A"
"92","STUDENT92","18-22 yrs","Female","Private","Need-based","No","No","No","<RS.20k","Public","Apartment","High School","No Schooling","4+","None","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Often","Often","Moderate",">3.5","2.5-3.0",1,"A"
"93","STUDENT93","<18 yrs","Female","Private","Full","Yes","Yes","Yes","<RS.20k","Public","Dorm","Secondary","High School","3","None","Clerk","Laborer","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","2.0-2.5","<2.0",1,"A+"
"94","STUDENT94","<18 yrs","Female","Private","None","No","Yes","No","<RS.20k","Public","Apartment","No Schooling","Primary","3","None","Laborer","Clerk"," more than 7","Sometimes","Never","Never","Low","Regular","Low","Low","Often","Often","Often","Moderate","2.0-2.5","2.0-2.5",1,"B"
"95","STUDENT95","18-22 yrs","Female","Private","Full","Yes","Yes","No","<RS.20k","Public","Dorm","Secondary","Primary","4+","None","Laborer","Professional","1 to 3","Sometimes","Often","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Noisy",">3.5","3.0-3.5",1,"A"
"96","STUDENT96","<18 yrs","Female","Home School","Need-based","No","No","No","<RS.20k","Private","House","Secondary","High School","0","None","Laborer","Unemployed","1 to 3","Sometimes","Often","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","<2.0",1,"B+"
"97","STUDENT97","<18 yrs","Female","Private","Merit","Yes","No","No","<RS.20k","Private","House","Primary","Primary","2","None","Manager","Laborer","1 to 3","Often","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.0-2.5",1,"A+"
"98","STUDENT98","<18 yrs","Female","Private","Merit","No","Yes","Yes","<RS.20k","Public","House","Secondary","Secondary","3","None","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","2.5-3.0","2.5-3.0",1,"A"
"99","STUDENT99","<18 yrs","Female","Private","Merit","Yes","No","Yes","<RS.20k","Walk","Apartment","Primary","High School","1","None","Laborer","Professional","1 to 3","Often","Sometimes","Never","Low","Regular","Low","Low","Often","Never","Sometimes","Quiet","3.0-3.5","3.0-3.5",1,"A+"
"100","STUDENT100","18-22 yrs","Female","Private","Full","Yes","Yes","Yes","<RS.20k","Walk","Apartment","Secondary","High School","1","None","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.0-2.5",1,"A+"
"101","STUDENT101","<18 yrs","Female","Private","Merit","Yes","Yes","Yes","<RS.20k","Private","House","High School","No Schooling","1","None","Clerk","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","2.5-3.0","2.5-3.0",1,"A"
"102","STUDENT102","<18 yrs","Female","Private","Merit","Yes","Yes","No","RS.20k-RS.40k","Public","House","Primary","Secondary","0","None","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Often","Sometimes","Quiet","2.0-2.5","2.5-3.0",1,"A+"
"103","STUDENT103","<18 yrs","Female","Private","Full","Yes","Yes","No","<RS.20k","Public","Apartment","Secondary","No Schooling","0","One","Manager","Manager","1 to 3","Sometimes","Sometimes","Often","Low","Regular","Low","Low","Often","Never","Sometimes","Quiet","2.5-3.0","3.0-3.5",1,"A+"
"104","STUDENT104","<18 yrs","Female","Public","Merit","Yes","Yes","No",">RS.80k","Public","Apartment","No Schooling","Secondary","3","None","Laborer","Unemployed","1 to 3","Often","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Often","Moderate","3.0-3.5","3.0-3.5",1,"A+"
"105","STUDENT105","<18 yrs","Male","Private","Full","Yes","Yes","Yes","<RS.20k","Private","Apartment","High School","High School","0","None","Clerk","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Often","Sometimes","Moderate","<2.0","<2.0",1,"C+"
"106","STUDENT106","<18 yrs","Female","Private","Merit","No","No","Yes","<RS.20k","Public","Dorm","Primary","Primary","3","None","Laborer","Manager","1 to 3","Often","Sometimes","Never","Low","Irregular","Low","Moderate","Sometimes","Never","Often","Quiet","2.5-3.0","2.5-3.0",1,"A+"
"107","STUDENT107","<18 yrs","Female","Private","Merit","Yes","No","Yes","<RS.20k","Public","Apartment","Primary","Primary","0","None","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Moderate","Sometimes","Sometimes","Sometimes","Quiet","3.0-3.5","3.0-3.5",1,"A+"
"108","STUDENT108","<18 yrs","Male","Private","Merit","No","No","Yes","<RS.20k","Public","House","No Schooling","Secondary","4+","None","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Often","Sometimes","Quiet","3.0-3.5","2.0-2.5",1,"A"
"109","STUDENT109","18-22 yrs","Male","Public","Need-based","Yes","No","Yes","RS.20k-RS.40k","Private","Dorm","No Schooling","Primary","0","More than 1","Unemployed","Professional","3 to 5","Often","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Often","Never","Moderate","2.5-3.0","2.5-3.0",1,"A"
"110","STUDENT110","<18 yrs","Female","Public","Full","Yes","No","No","<RS.20k","Private","Apartment","High School","High School","1","More than 1","Laborer","Professional","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Moderate","Moderate","Often","Sometimes","Often","Quiet","3.0-3.5","3.0-3.5",1,"A+"
"111","STUDENT111","18-22 yrs","Female","Private","Full","Yes","Yes","Yes","RS.20k-RS.40k","Walk","Apartment","High School","High School","1","One","Unemployed","Professional","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","2.0-2.5","2.5-3.0",1,"C"
"112","STUDENT112","<18 yrs","Male","Public","Need-based","Yes","No","Yes","<RS.20k","Public","Apartment","Secondary","Secondary","0","None","Clerk","Laborer","less than 1","Sometimes","Sometimes","Often","Moderate","Regular","Low","Low","Often","Never","Often","Noisy","3.0-3.5","2.5-3.0",1,"C"
"113","STUDENT113","18-22 yrs","Male","Home School","Full","No","Yes","Yes","<RS.20k","Bike","House","No Schooling","No Schooling","1","None","Laborer","Unemployed","less than 1","Never","Never","Often","High","Regular","Moderate","Low","Often","Often","Often","Quiet","3.0-3.5","2.0-2.5",1,"C"
"114","STUDENT114","18-22 yrs","Male","Home School","Full","Yes","Yes","Yes","<RS.20k","Walk","Apartment","High School","High School","0","None","Clerk","Laborer","1 to 3","Sometimes","Often","Often","High","Irregular","Moderate","Low","Sometimes","Sometimes","Never","Quiet","<2.0","2.0-2.5",1,"D"
"115","STUDENT115","18-22 yrs","Male","Private","Need-based","No","No","Yes","RS.60k-RS.80k","Public","Dorm","No Schooling","No Schooling","0","None","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Often","Moderate","Regular","Low","Low","Sometimes","Sometimes","Never","Moderate","<2.0","<2.0",1,"C"
"116","STUDENT116","18-22 yrs","Male","Private","Need-based","No","Yes","No","<RS.20k","Public","Dorm","No Schooling","No Schooling","1","None","Laborer","Laborer","3 to 5","Often","Sometimes","Often","High","Regular","Moderate","Moderate","Often","Sometimes","Often","Moderate","2.0-2.5","2.0-2.5",1,"D"
"117","STUDENT117","18-22 yrs","Male","Private","Need-based","Yes","Yes","Yes","<RS.20k","Public","Dorm","No Schooling","No Schooling","4+","None","Laborer","Manager","3 to 5","Often","Often","Often","Low","Regular","Low","Low","Often","Often","Often","Quiet","2.0-2.5","2.5-3.0",1,"D"
"118","STUDENT118",">20 yrs","Male","Public","Full","Yes","No","Yes","<RS.20k","Public","Apartment","High School","High School","0","None","Unemployed","Clerk","1 to 3","Sometimes","Often","Often","Low","Irregular","Low","Low","Sometimes","Often","Sometimes","Quiet","2.0-2.5","2.5-3.0",1,"D"
"119","STUDENT119","<18 yrs","Female","Private","Need-based","Yes","No","No","<RS.20k","Walk","Apartment","No Schooling","Primary","2","None","Manager","Manager","less than 1","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Often","Sometimes","Moderate","2.5-3.0","2.5-3.0",1,"D"
"120","STUDENT120","18-22 yrs","Male","Private","Merit","Yes","No","Yes","<RS.20k","Public","Apartment","Secondary","Secondary","1","More than 1","Laborer","Professional"," more than 7","Sometimes","Sometimes","Never","Low","Regular","Low","Moderate","Sometimes","Sometimes","Often","Quiet","2.5-3.0","2.5-3.0",1,"C"
"121","STUDENT121","18-22 yrs","Male","Public","Full","No","No","No","RS.20k-RS.40k","Private","House","Secondary","Secondary","1","None","Clerk","Manager","less than 1","Never","Never","Never","Low","Irregular","Moderate","Low","Often","Often","Often","Moderate","2.0-2.5","2.0-2.5",1,"D"
"122","STUDENT122","18-22 yrs","Male","Private","Full","No","No","No","<RS.20k","Private","Dorm","No Schooling","No Schooling","4+","More than 1","Laborer","Manager"," more than 7","Often","Often","Never","High","Regular","Moderate","Low","Never","Never","Never","Quiet","<2.0","<2.0",1,"F"
"123","STUDENT123","<18 yrs","Female","Private","Need-based","Yes","No","Yes","<RS.20k","Public","Dorm","Secondary","Secondary","1","None","Laborer","Unemployed","1 to 3","Never","Sometimes","Never","Moderate","Regular","Moderate","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","2.5-3.0",1,"C"
"124","STUDENT124","18-22 yrs","Male","Home School","Full","Yes","Yes","Yes","RS.40k-RS.60k","Public","Dorm","Secondary","Primary","3","None","Unemployed","Unemployed","1 to 3","Sometimes","Often","Often","Low","Regular","Low","Low","Often","Often","Sometimes","Quiet","<2.0","<2.0",1,"D"
"125","STUDENT125","<18 yrs","Male","Private","Merit","No","No","No","<RS.20k","Public","House","Primary","Secondary","1","None","Manager","Clerk","5 to 7","Sometimes","Sometimes","Often","Low","Regular","Moderate","Moderate","Often","Often","Sometimes","Quiet","2.5-3.0","2.5-3.0",1,"C+"
"126","STUDENT126","<18 yrs","Male","Private","Need-based","No","No","Yes","<RS.20k","Public","House","No Schooling","No Schooling","4+","None","Laborer","Clerk","3 to 5","Sometimes","Often","Often","Low","Regular","Low","Moderate","Often","Sometimes","Often","Quiet","<2.0","2.5-3.0",1,"C"
"127","STUDENT127","<18 yrs","Male","Public","Merit","No","No","No","RS.40k-RS.60k","Private","House","High School","Graduate","1","None","Manager","Clerk","5 to 7","Sometimes","Often","Never","Low","Regular","Moderate","Low","Often","Often","Often","Quiet","2.0-2.5","2.0-2.5",1,"C+"
"128","STUDENT128","<18 yrs","Male","Private","Merit","Yes","Yes","Yes","<RS.20k","Walk","House","Secondary","Primary","1","None","Clerk","Manager","1 to 3","Never","Never","Often","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","2.0-2.5","2.0-2.5",1,"D"
"129","STUDENT129","<18 yrs","Male","Private","Merit","Yes","No","No","<RS.20k","Walk","House","Secondary","High School","1","None","Manager","Laborer","1 to 3","Never","Never","Often","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","2.0-2.5","2.0-2.5",1,"F"
"130","STUDENT130","<18 yrs","Male","Private","Full","No","No","Yes","<RS.20k","Public","Dorm","No Schooling","No Schooling","2","None","Laborer","Manager","5 to 7","Sometimes","Often","Often","Low","Regular","Moderate","Moderate","Often","Sometimes","Often","Moderate","2.0-2.5","2.5-3.0",1,"C+"
"131","STUDENT131","<18 yrs","Male","Private","Full","No","No","Yes","<RS.20k","Public","Dorm","No Schooling","Primary","2","None","Laborer","Manager","5 to 7","Sometimes","Sometimes","Often","Low","Regular","Low","Moderate","Often","Never","Often","Moderate","2.0-2.5","2.5-3.0",1,"D"
"132","STUDENT132","<18 yrs","Male","Public","Need-based","Yes","No","Yes","<RS.20k","Private","Apartment","High School","Secondary","0","None","Clerk","Laborer","5 to 7","Never","Often","Often","Low","Regular","Low","Moderate","Often","Sometimes","Often","Quiet",">3.5","2.5-3.0",1,"B"
"133","STUDENT133","<18 yrs","Male","Public","Need-based","Yes","No","Yes","<RS.20k","Public","Apartment","No Schooling","Primary","2","None","Laborer","Unemployed","1 to 3","Sometimes","Often","Often","Low","Regular","Moderate","Low","Often","Sometimes","Often","Quiet",">3.5","3.0-3.5",1,"C+"
"134","STUDENT134","<18 yrs","Male","Private","Need-based","Yes","Yes","No","<RS.20k","Public","Dorm","No Schooling","No Schooling","0","None","Laborer","Clerk","3 to 5","Never","Sometimes","Often","Low","Regular","Low","Low","Often","Often","Often","Moderate",">3.5","2.5-3.0",1,"C+"
"135","STUDENT135","<18 yrs","Male","Private","Merit","Yes","No","Yes","<RS.20k","Private","House","No Schooling","No Schooling","1","None","Manager","Clerk","1 to 3","Sometimes","Sometimes","Often","Low","Regular","Low","Low","Sometimes","Never","Sometimes","Quiet","2.0-2.5","2.5-3.0",1,"D"
"136","STUDENT136","18-22 yrs","Male","Private","Full","No","No","Yes","<RS.20k","Walk","Apartment","Secondary","Secondary","0","None","Laborer","Unemployed","1 to 3","Often","Sometimes","Never","High","Regular","Low","Low","Often","Often","Sometimes","Quiet","2.5-3.0","2.0-2.5",1,"C"
"137","STUDENT137","<18 yrs","Male","Private","Full","No","No","No","<RS.20k","Private","House","Secondary","Secondary","2","None","Clerk","Manager","1 to 3","Sometimes","Sometimes","Often","Low","Regular","High","Low","Often","Sometimes","Sometimes","Quiet","2.0-2.5","2.0-2.5",1,"F"
"138","STUDENT138","<18 yrs","Male","Public","Need-based","Yes","No","Yes","<RS.20k","Public","Dorm","Primary","Primary","1","None","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Never","Often","Quiet","2.0-2.5","3.0-3.5",1,"C"
"139","STUDENT139","<18 yrs","Male","Private","Merit","No","No","No",">RS.80k","Private","House","Secondary","No Schooling","0","One","Manager","Professional","1 to 3","Sometimes","Often","Often","High","Regular","Moderate","Low","Often","Sometimes","Often","Quiet","<2.0","2.5-3.0",1,"F"
"140","STUDENT140","<18 yrs","Male","Private","Merit","No","Yes","No","RS.20k-RS.40k","Private","House","Secondary","Secondary","0","None","Professional","Manager","less than 1","Never","Sometimes","Often","Low","Irregular","Moderate","Low","Sometimes","Often","Sometimes","Quiet","<2.0","2.0-2.5",1,"F"
"141","STUDENT141","18-22 yrs","Male","Private","Full","No","No","Yes","<RS.20k","Public","Apartment","No Schooling","Primary","1","One","Laborer","Manager","less than 1","Often","Sometimes","Never","Low","Regular","High","Low","Sometimes","Never","Sometimes","Quiet","2.5-3.0","2.5-3.0",1,"C"
"142","STUDENT142","<18 yrs","Male","Private","Merit","Yes","Yes","Yes","<RS.20k","Walk","Apartment","No Schooling","No Schooling","4+","None","Laborer","Unemployed","less than 1","Sometimes","Sometimes","Often","Low","Irregular","High","Low","Often","Sometimes","Sometimes","Quiet",">3.5","2.5-3.0",1,"C"
"143","STUDENT143","<18 yrs","Male","Public","Merit","Yes","Yes","Yes","<RS.20k","Public","Dorm","Secondary","High School","3","None","Laborer","Manager","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Often","Sometimes","Quiet","3.0-3.5","2.5-3.0",1,"B+"
"144","STUDENT144","18-22 yrs","Male","Private","Merit","No","No","No",">RS.80k","Private","House","High School","High School","0","None","Clerk","Clerk","3 to 5","Sometimes","Never","Never","Low","Regular","Low","Low","Sometimes","Never","Sometimes","Quiet",">3.5","2.5-3.0",1,"B+"
"145","STUDENT145","<18 yrs","Male","Public","Need-based","Yes","Yes","Yes","RS.40k-RS.60k","Public","Dorm","Secondary","No Schooling","4+","None","Laborer","Manager","3 to 5","Never","Never","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Quiet",">3.5","3.0-3.5",1,"D"
"146","STUDENT146","18-22 yrs","Female","Home School","Full","No","Yes","Yes","<RS.20k","Public","Dorm","No Schooling","Primary","2","None","Laborer","Professional","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Never","Moderate","<2.0","<2.0",1,"C"
"147","STUDENT147","18-22 yrs","Female","Home School","Full","No","Yes","Yes","<RS.20k","Public","Dorm","Primary","Secondary","1","None","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.5-3.0",1,"C"
"148","STUDENT148","18-22 yrs","Female","Private","Full","Yes","Yes","Yes","RS.20k-RS.40k","Walk","Apartment","Primary","Primary","1","None","Laborer","Unemployed","less than 1","Never","Sometimes","Never","Low","Regular","High","Low","Sometimes","Sometimes","Never","Quiet","2.0-2.5","2.0-2.5",1,"C+"
"149","STUDENT149","<18 yrs","Male","Public","Full","No","Yes","No","RS.20k-RS.40k","Public","Apartment","No Schooling","Primary","4+","None","Laborer","Unemployed","1 to 3","Never","Sometimes","Never","Low","Regular","High","Moderate","Often","Sometimes","Sometimes","Quiet","2.5-3.0","2.0-2.5",1,"D"
"150","STUDENT150","18-22 yrs","Female","Private","Full","Yes","Yes","No","RS.40k-RS.60k","Public","With Parents","Secondary","Secondary","1","None","Laborer","Manager","3 to 5","Never","Never","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","2.0-2.5","2.0-2.5",1,"B+"
"151","STUDENT151","18-22 yrs","Female","Private","Full","Yes","Yes","Yes","RS.20k-RS.40k","Public","Dorm","Secondary","Secondary","1","None","Laborer","Clerk","less than 1","Never","Sometimes","Never","Low","Regular","Moderate","Low","Never","Sometimes","Never","Moderate","3.0-3.5","3.0-3.5",1,"B+"
"152","STUDENT152","<18 yrs","Female","Private","Merit","Yes","Yes","Yes","<RS.20k","Public","House","No Schooling","Secondary","0","None","Laborer","Manager","5 to 7","Sometimes","Sometimes","Often","Low","Irregular","Moderate","Low","Often","Often","Often","Noisy","3.0-3.5","3.0-3.5",1,"D"
